Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,eFG.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
143,Langston Galloway,PG,25,NOP,55,0,1120,165,441,.374,101,268,.377,64,173,.370,.489,40,52,.769,20,101,121,65,40,5,28,76,471
143,Langston Galloway,PG,25,SAC,19,2,375,42,104,.404,19,40,.475,23,64,.359,.495,11,12,.917,7,28,35,28,6,1,18,20,114
144,Patricio Garino,SG,23,ORL,5,0,43,0,7,.000,0,5,.000,0,2,.000,.000,0,0,,1,6,7,0,0,0,3,4,0
145,Marc Gasol,C,32,MEM,74,74,2531,532,1160,.459,104,268,.388,428,892,.480,.503,278,332,.837,60,404,464,338,67,99,166,171,1446
146,Pau Gasol,C,36,SAS,64,39,1627,303,604,.502,56,104,.538,247,500,.494,.548,130,184,.707,107,394,501,150,24,70,81,110,792
147,Rudy Gay,SF,30,SAC,30,30,1013,201,442,.455,42,113,.372,159,329,.483,.502,118,138,.855,35,155,190,83,44,26,74,79,562
148,Michael Gbinije,SG,24,DET,9,0,32,1,10,.100,0,4,.000,1,6,.167,.100,2,2,1.000,2,1,3,2,0,0,0,2,4
149,Alonzo Gee,SF,29,DEN,13,0,89,3,14,.214,0,3,.000,3,11,.273,.214,5,9,.556,4,11,15,6,5,1,4,14,11
150,Paul George,SF,26,IND,75,75,2689,622,1348,.461,195,496,.393,427,852,.501,.534,336,374,.898,58,434,492,251,119,27,220,206,1775
151,Marcus Georges-Hunt,SG,22,ORL,5,0,48,2,7,.286,1,2,.500,1,5,.200,.357,9,10,.900,1,8,9,3,1,0,2,5,14
152,Jonathan Gibson,PG,29,DAL,17,0,231,35,95,.368,15,45,.333,20,50,.400,.447,21,29,.724,1,21,22,26,8,0,21,21,106
153,Taj Gibson,PF,31,TOT,78,71,1989,365,709,.515,3,13,.231,362,696,.520,.517,113,158,.715,158,327,485,73,41,65,105,163,846
153,Taj Gibson,PF,31,CHI,55,55,1502,276,530,.521,2,12,.167,274,518,.529,.523,85,119,.714,120,262,382,60,27,50,77,123,639
153,Taj Gibson,PF,31,OKC,23,16,487,89,179,.497,1,1,1.000,88,178,.494,.500,28,39,.718,38,65,103,13,14,15,28,40,207
154,Manu Ginobili,SG,39,SAS,69,0,1291,171,439,.390,89,227,.392,82,212,.387,.491,86,107,.804,28,129,157,183,82,16,96,119,517
155,Rudy Gobert,C,24,UTA,81,81,2744,413,625,.661,0,1,.000,413,624,.662,.661,311,476,.653,314,721,1035,97,49,214,147,246,1137
156,Archie Goodwin,SG,22,TOT,15,0,214,36,66,.545,5,15,.333,31,51,.608,.583,33,42,.786,7,21,28,24,4,5,14,8,110
156,Archie Goodwin,SG,22,NOP,3,0,30,2,5,.400,1,2,.500,1,3,.333,.500,10,10,1.000,0,0,0,1,0,1,0,1,15
156,Archie Goodwin,SG,22,BRK,12,0,184,34,61,.557,4,13,.308,30,48,.625,.590,23,32,.719,7,21,28,23,4,4,14,7,95
157,Aaron Gordon,SF,21,ORL,80,72,2298,393,865,.454,77,267,.288,316,598,.528,.499,156,217,.719,116,289,405,150,65,40,89,172,1019
158,Eric Gordon,SG,28,HOU,75,15,2323,412,1016,.406,246,661,.372,166,355,.468,.527,147,175,.840,29,172,201,188,48,41,121,150,1217
159,Marcin Gortat,C,32,WAS,82,82,2556,390,674,.579,0,2,.000,390,672,.580,.579,103,159,.648,238,611,849,121,40,61,119,213,883
160,Treveon Graham,SG,23,CHO,27,1,189,19,40,.475,9,15,.600,10,25,.400,.588,10,15,.667,5,17,22,6,6,1,3,18,57
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
161,Jerami Grant,SF,22,TOT,80,4,1531,152,328,.463,43,116,.371,109,212,.514,.529,90,147,.612,38,167,205,46,33,79,44,149,437
161,Jerami Grant,SF,22,PHI,2,0,41,6,17,.353,0,2,.000,6,15,.400,.353,4,8,.500,0,6,6,0,0,4,3,5,16
161,Jerami Grant,SF,22,OKC,78,4,1490,146,311,.469,43,114,.377,103,197,.523,.539,86,139,.619,38,161,199,46,33,75,41,144,421
162,Jerian Grant,PG,24,CHI,63,28,1028,128,301,.425,49,134,.366,79,167,.473,.507,65,73,.890,17,94,111,121,47,8,44,93,370
163,Danny Green,SG,29,SAS,68,68,1807,176,449,.392,118,311,.379,58,138,.420,.523,27,32,.844,31,193,224,124,70,57,76,120,497
164,Draymond Green,PF,26,GSW,76,76,2471,272,650,.418,81,263,.308,191,387,.494,.481,151,213,.709,98,501,599,533,154,106,184,217,776
165,Gerald Green,SF,31,BOS,47,0,538,95,232,.409,39,111,.351,56,121,.463,.494,33,41,.805,16,68,84,33,9,7,25,48,262
166,JaMychal Green,PF,26,MEM,77,75,2101,250,500,.500,55,145,.379,195,355,.549,.555,134,167,.802,167,377,544,84,47,34,94,248,689
167,Jeff Green,PF,30,ORL,69,11,1534,220,558,.394,53,193,.275,167,365,.458,.442,145,168,.863,39,175,214,81,37,13,75,103,638
168,Blake Griffin,PF,27,LAC,61,61,2076,479,971,.493,38,113,.336,441,858,.514,.513,320,421,.760,112,385,497,300,57,22,142,157,1316
169,Justin Hamilton,C,26,BRK,64,7,1177,174,379,.459,55,180,.306,119,199,.598,.532,39,52,.750,71,191,262,55,29,43,43,91,442
170,A.J. Hammons,C,24,DAL,22,0,163,17,42,.405,5,10,.500,12,32,.375,.464,9,20,.450,8,28,36,4,1,13,10,21,48
171,Tim Hardaway,SG,24,ATL,79,30,2154,415,912,.455,149,417,.357,266,495,.537,.537,164,214,.766,35,189,224,182,55,15,106,103,1143
172,James Harden,PG,27,HOU,81,81,2947,674,1533,.440,262,756,.347,412,777,.530,.525,746,881,.847,95,564,659,907,121,38,464,215,2356
173,Maurice Harkless,SF,23,POR,77,69,2223,314,624,.503,68,194,.351,246,430,.572,.558,77,124,.621,125,216,341,88,85,70,86,214,773
174,Justin Harper,PF,27,PHI,3,0,31,5,12,.417,2,7,.286,3,5,.600,.500,0,0,,2,3,5,2,0,0,4,2,12
175,Montrezl Harrell,C,23,HOU,58,14,1064,225,345,.652,1,7,.143,224,338,.663,.654,76,121,.628,81,138,219,64,20,42,44,126,527
176,Devin Harris,PG,33,DAL,65,0,1087,136,341,.399,58,177,.328,78,164,.476,.484,107,129,.829,11,116,127,136,43,7,57,101,437
177,Gary Harris,SG,22,DEN,57,56,1782,320,637,.502,107,255,.420,213,382,.558,.586,104,134,.776,48,130,178,164,71,8,76,92,851
178,Joe Harris,SG,25,BRK,52,11,1138,154,362,.425,85,221,.385,69,141,.489,.543,35,49,.714,16,131,147,54,30,8,55,121,428
179,Manny Harris,SG,27,DAL,4,0,25,3,15,.200,0,2,.000,3,13,.231,.200,2,4,.500,3,6,9,2,0,0,2,1,8
180,Tobias Harris,PF,24,DET,82,48,2567,511,1063,.481,109,314,.347,402,749,.537,.532,190,226,.841,63,353,416,142,60,39,96,133,1321
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
181,Aaron Harrison,SG,22,CHO,5,0,17,0,4,.000,0,2,.000,0,2,.000,.000,1,2,.500,0,3,3,3,0,0,0,2,1
182,Andrew Harrison,PG,22,MEM,72,18,1474,117,360,.325,43,156,.276,74,204,.363,.385,148,194,.763,23,113,136,198,53,21,85,194,425
183,Udonis Haslem,C,36,MIA,16,0,130,11,23,.478,0,3,.000,11,20,.550,.478,9,15,.600,8,28,36,6,6,1,8,22,31
184,Spencer Hawes,PF,28,TOT,54,1,797,134,277,.484,25,81,.309,109,196,.556,.529,44,52,.846,38,153,191,81,15,30,49,77,337
184,Spencer Hawes,PF,28,CHO,35,1,626,104,218,.477,16,55,.291,88,163,.540,.514,30,34,.882,32,114,146,62,13,26,40,61,254
184,Spencer Hawes,PF,28,MIL,19,0,171,30,59,.508,9,26,.346,21,33,.636,.585,14,18,.778,6,39,45,19,2,4,9,16,83
185,Gordon Hayward,SF,26,UTA,73,73,2516,545,1156,.471,149,374,.398,396,782,.506,.536,362,429,.844,49,345,394,252,73,20,140,117,1601
186,Gerald Henderson,SG,29,PHI,72,41,1667,234,553,.423,61,173,.353,173,380,.455,.478,133,165,.806,34,151,185,112,40,15,62,129,662
187,John Henson,C,26,MIL,58,39,1123,159,309,.515,0,1,.000,159,308,.516,.515,74,107,.692,92,203,295,57,29,78,52,151,392
188,Juan Hernangomez,PF,21,DEN,62,9,842,101,224,.451,46,113,.407,55,111,.495,.554,57,76,.750,43,144,187,29,30,12,31,62,305
189,Willy Hernangomez,C,22,NYK,72,22,1324,246,465,.529,4,15,.267,242,450,.538,.533,91,125,.728,170,332,502,96,41,36,100,150,587
190,Mario Hezonja,SF,21,ORL,65,2,960,117,330,.355,43,144,.299,74,186,.398,.420,40,50,.800,20,126,146,62,30,15,58,74,317
191,Roy Hibbert,C,30,TOT,48,13,682,80,147,.544,0,0,,80,147,.544,.544,61,75,.813,54,98,152,21,8,46,32,100,221
191,Roy Hibbert,C,30,CHO,42,13,671,78,144,.542,0,0,,78,144,.542,.542,61,75,.813,53,97,150,20,8,44,31,97,217
191,Roy Hibbert,C,30,DEN,6,0,11,2,3,.667,0,0,,2,3,.667,.667,0,0,,1,1,2,1,0,2,1,3,4
192,Buddy Hield,SG,23,TOT,82,55,1888,327,767,.426,148,379,.391,179,388,.461,.523,64,76,.842,35,234,269,121,38,9,101,115,866
192,Buddy Hield,SG,23,NOP,57,37,1161,185,471,.393,89,241,.369,96,230,.417,.487,29,33,.879,19,147,166,77,18,7,48,81,488
192,Buddy Hield,SG,23,SAC,25,18,727,142,296,.480,59,138,.428,83,158,.525,.579,35,43,.814,16,87,103,44,20,2,53,34,378
193,Nene Hilario,C,34,HOU,67,8,1198,245,397,.617,3,9,.333,242,388,.624,.621,116,197,.589,95,187,282,65,56,39,73,163,609
194,George Hill,PG,30,UTA,49,49,1544,289,606,.477,94,233,.403,195,373,.523,.554,157,196,.801,23,144,167,204,50,11,85,114,829
195,Jordan Hill,C,29,MIN,7,0,47,5,13,.385,0,0,,5,13,.385,.385,2,2,1.000,8,6,14,0,1,0,4,9,12
196,Solomon Hill,SF,25,NOP,80,71,2374,183,478,.383,94,270,.348,89,208,.428,.481,103,128,.805,51,256,307,141,72,32,82,182,563
197,Darrun Hilliard,SG,23,DET,39,1,381,47,126,.373,12,46,.261,35,80,.438,.421,21,28,.750,2,31,33,33,11,2,28,39,127
198,Jrue Holiday,PG,26,NOP,67,61,2190,405,893,.454,100,281,.356,305,612,.498,.510,119,168,.708,46,218,264,488,100,44,194,133,1029
199,Justin Holiday,SG,27,NYK,82,4,1639,233,538,.433,97,273,.355,136,265,.513,.523,66,80,.825,27,198,225,102,65,31,66,109,629
200,Rondae Hollis-Jefferson,SF,22,BRK,78,50,1761,235,542,.434,15,67,.224,220,475,.463,.447,190,253,.751,96,356,452,154,82,44,116,177,675
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
201,Richaun Holmes,C,23,PHI,57,17,1193,230,412,.558,27,77,.351,203,335,.606,.591,72,103,.699,94,217,311,58,42,55,55,136,559
202,Rodney Hood,SG,24,UTA,59,55,1593,272,666,.408,114,307,.371,158,359,.440,.494,90,115,.783,16,186,202,96,38,11,65,132,748
203,Al Horford,C,30,BOS,68,68,2193,379,801,.473,86,242,.355,293,559,.524,.527,108,135,.800,95,370,465,337,52,86,115,138,952
204,Danuel House,SG,23,WAS,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,0,0,0,0
205,Dwight Howard,C,31,ATL,74,74,2199,388,613,.633,0,2,.000,388,611,.635,.633,226,424,.533,296,644,940,104,64,92,170,203,1002
206,Marcelo Huertas,PG,33,LAL,23,1,237,25,68,.368,4,19,.211,21,49,.429,.397,9,17,.529,2,22,24,52,10,2,19,16,63
207,Josh Huestis,PF,25,OKC,2,0,31,6,11,.545,2,4,.500,4,7,.571,.636,0,1,.000,4,5,9,3,0,3,0,0,14
208,Kris Humphries,PF,31,ATL,56,4,689,87,214,.407,19,54,.352,68,160,.425,.451,64,82,.780,60,146,206,29,15,21,28,69,257
209,R.J. Hunter,SG,23,CHI,3,0,9,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,1,1,0,0,0,0,0,0
210,Serge Ibaka,PF,27,TOT,79,79,2422,471,982,.480,124,317,.391,347,665,.522,.543,107,125,.856,129,409,538,75,41,124,105,215,1173
210,Serge Ibaka,PF,27,ORL,56,56,1710,343,703,.488,83,214,.388,260,489,.532,.547,77,91,.846,100,282,382,60,34,91,66,139,846
210,Serge Ibaka,PF,27,TOR,23,23,712,128,279,.459,41,103,.398,87,176,.494,.532,30,34,.882,29,127,156,15,7,33,39,76,327
211,Andre Iguodala,SF,33,GSW,76,0,1998,219,415,.528,64,177,.362,155,238,.651,.605,72,102,.706,51,253,304,261,76,39,58,97,574
212,Ersan Ilyasova,PF,29,TOT,82,52,2142,384,890,.431,142,402,.353,242,488,.496,.511,161,207,.778,115,366,481,141,58,23,116,211,1071
212,Ersan Ilyasova,PF,29,OKC,3,0,62,6,16,.375,3,12,.250,3,4,.750,.469,0,0,,2,14,16,1,3,1,4,5,15
212,Ersan Ilyasova,PF,29,PHI,53,40,1447,285,648,.440,107,298,.359,178,350,.509,.522,109,142,.768,71,243,314,97,33,14,78,133,786
212,Ersan Ilyasova,PF,29,ATL,26,12,633,93,226,.412,32,92,.348,61,134,.455,.482,52,65,.800,42,109,151,43,22,8,34,73,270
213,Joe Ingles,SF,29,UTA,82,26,1972,204,451,.452,123,279,.441,81,172,.471,.589,50,68,.735,23,238,261,225,96,8,107,163,581
214,Brandon Ingram,SF,19,LAL,79,40,2279,276,686,.402,55,187,.294,221,499,.443,.442,133,214,.621,60,256,316,166,50,36,116,158,740
215,Kyrie Irving,PG,24,CLE,72,72,2525,671,1420,.473,177,441,.401,494,979,.505,.535,297,328,.905,52,178,230,418,83,24,180,157,1816
216,Jarrett Jack,PG,33,NOP,2,0,33,2,3,.667,0,1,.000,2,2,1.000,.667,2,2,1.000,0,0,0,5,2,0,3,4,6
217,Demetrius Jackson,PG,22,BOS,5,0,17,3,4,.750,1,1,1.000,2,3,.667,.875,3,6,.500,2,2,4,3,0,0,0,0,10
218,Pierre Jackson,PG,25,DAL,8,1,84,13,39,.333,3,11,.273,10,28,.357,.372,6,7,.857,1,8,9,19,2,0,3,5,35
219,Reggie Jackson,PG,26,DET,52,50,1424,284,677,.419,66,184,.359,218,493,.442,.468,118,136,.868,21,93,114,270,35,5,114,129,752
220,LeBron James,SF,32,CLE,74,74,2794,736,1344,.548,124,342,.363,612,1002,.611,.594,358,531,.674,97,542,639,646,92,44,303,134,1954
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
221,Al Jefferson,C,32,IND,66,1,931,235,471,.499,0,1,.000,235,470,.500,.499,65,85,.765,75,203,278,57,19,16,33,125,535
222,Richard Jefferson,SF,36,CLE,79,13,1614,153,343,.446,62,186,.333,91,157,.580,.536,80,108,.741,28,175,203,78,26,10,52,153,448
223,John Jenkins,SG,25,PHO,4,0,13,2,5,.400,1,2,.500,1,3,.333,.500,2,2,1.000,0,1,1,1,0,0,0,0,7
224,Brandon Jennings,PG,27,TOT,81,13,1802,192,535,.359,79,252,.313,113,283,.399,.433,114,152,.750,29,167,196,395,70,4,128,116,577
224,Brandon Jennings,PG,27,NYK,58,11,1428,163,429,.380,68,200,.340,95,229,.415,.459,102,135,.756,21,131,152,287,55,4,106,84,496
224,Brandon Jennings,PG,27,WAS,23,2,374,29,106,.274,11,52,.212,18,54,.333,.325,12,17,.706,8,36,44,108,15,0,22,32,81
225,Jonas Jerebko,PF,29,BOS,78,6,1232,114,262,.435,45,130,.346,69,132,.523,.521,26,37,.703,59,213,272,71,25,17,39,122,299
226,Amir Johnson,PF,29,BOS,80,77,1608,213,370,.576,27,66,.409,186,304,.612,.612,67,100,.670,118,248,366,140,51,62,77,211,520
227,Brice Johnson,PF,22,LAC,3,0,9,2,7,.286,0,0,,2,7,.286,.286,0,0,,1,2,3,1,2,1,1,0,4
228,James Johnson,PF,29,MIA,76,5,2085,368,769,.479,87,256,.340,281,513,.548,.535,152,215,.707,66,310,376,276,76,86,171,197,975
229,Joe Johnson,SF,35,UTA,78,14,1843,273,626,.436,106,258,.411,167,368,.454,.521,63,77,.818,33,210,243,144,36,18,69,93,715
230,Stanley Johnson,SF,20,DET,77,1,1371,129,365,.353,45,154,.292,84,211,.398,.415,36,53,.679,36,153,189,105,56,24,71,121,339
231,Tyler Johnson,PG,24,MIA,73,0,2178,357,824,.433,93,250,.372,264,574,.460,.490,195,254,.768,50,243,293,233,84,44,90,176,1002
232,Wesley Johnson,SF,29,LAC,68,3,810,73,200,.365,29,118,.246,44,82,.537,.438,11,17,.647,26,155,181,23,29,30,18,83,186
233,Nikola Jokic,C,21,DEN,73,59,2038,494,854,.578,45,139,.324,449,715,.628,.605,188,228,.825,212,506,718,359,61,55,171,214,1221
234,Dahntay Jones,SF,36,CLE,1,0,12,3,8,.375,0,2,.000,3,6,.500,.375,3,4,.750,1,1,2,1,0,0,1,1,9
235,Damian Jones,C,21,GSW,10,0,85,8,16,.500,0,0,,8,16,.500,.500,3,10,.300,9,14,23,0,1,4,6,15,19
236,Derrick Jones,SF,19,PHO,32,8,545,68,121,.562,3,11,.273,65,110,.591,.574,29,41,.707,39,40,79,12,14,13,13,63,168
237,James Jones,SF,36,CLE,48,2,381,44,92,.478,31,66,.470,13,26,.500,.647,13,20,.650,3,34,37,14,6,10,10,37,132
238,Terrence Jones,PF,25,TOT,54,12,1270,231,492,.470,19,75,.253,212,417,.508,.489,103,170,.606,65,241,306,59,40,54,48,67,584
238,Terrence Jones,PF,25,NOP,51,12,1264,231,489,.472,19,75,.253,212,414,.512,.492,103,170,.606,65,238,303,59,39,53,48,67,584
238,Terrence Jones,PF,25,MIL,3,0,6,0,3,.000,0,0,,0,3,.000,.000,0,0,,0,3,3,0,1,1,0,0,0
239,Tyus Jones,PG,20,MIN,60,0,774,75,181,.414,26,73,.356,49,108,.454,.486,33,43,.767,10,57,67,156,48,5,38,50,209
240,DeAndre Jordan,C,28,LAC,81,81,2570,412,577,.714,0,2,.000,412,575,.717,.714,205,425,.482,298,816,1114,96,51,134,115,212,1029
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
241,Cory Joseph,PG,25,TOR,80,22,2003,299,661,.452,48,135,.356,251,526,.477,.489,94,122,.770,51,184,235,265,66,13,108,140,740
242,Frank Kaminsky,C,23,CHO,75,16,1954,320,802,.399,116,354,.328,204,448,.455,.471,118,156,.756,57,279,336,162,46,34,76,139,874
243,Enes Kanter,C,24,OKC,72,0,1533,402,737,.545,5,38,.132,397,699,.568,.549,224,285,.786,195,287,482,67,32,38,123,154,1033
244,Ryan Kelly,PF,25,ATL,16,0,110,8,28,.286,4,10,.400,4,18,.222,.357,5,6,.833,1,17,18,8,4,5,4,5,25
245,Michael Kidd-Gilchrist,SF,23,CHO,81,81,2349,295,618,.477,1,9,.111,294,609,.483,.478,152,194,.784,156,409,565,114,81,77,56,187,743
246,Sean Kilpatrick,SG,27,BRK,70,24,1754,305,735,.415,105,308,.341,200,427,.468,.486,204,242,.843,22,258,280,157,45,6,135,118,919
247,Brandon Knight,SG,25,PHO,54,5,1140,209,525,.398,45,139,.324,164,386,.425,.441,132,154,.857,25,93,118,130,27,5,88,87,595
248,Kyle Korver,SG,35,TOT,67,22,1753,239,515,.464,162,359,.451,77,156,.494,.621,38,42,.905,7,179,186,110,34,21,69,107,678
248,Kyle Korver,SG,35,ATL,32,21,894,108,246,.439,65,159,.409,43,87,.494,.571,24,27,.889,0,89,89,75,23,13,40,47,305
248,Kyle Korver,SG,35,CLE,35,1,859,131,269,.487,97,200,.485,34,69,.493,.667,14,15,.933,7,90,97,35,11,8,29,60,373
249,Kosta Koufos,C,27,SAC,71,62,1419,216,392,.551,0,1,.000,216,391,.552,.551,38,62,.613,118,285,403,47,36,48,61,172,470
250,Mindaugas Kuzminskas,SF,27,NYK,68,5,1016,158,369,.428,54,168,.321,104,201,.517,.501,55,68,.809,47,79,126,69,29,11,51,79,425
251,Skal Labissiere,PF,20,SAC,33,12,612,117,218,.537,3,8,.375,114,210,.543,.544,52,74,.703,51,111,162,27,16,13,37,64,289
252,Jeremy Lamb,SG,24,CHO,62,5,1143,226,491,.460,41,146,.281,185,345,.536,.502,110,129,.853,30,234,264,75,27,23,40,98,603
253,Nicolas Laprovittola,PG,27,SAS,18,3,174,20,47,.426,10,27,.370,10,20,.500,.532,9,9,1.000,1,9,10,28,4,1,19,19,59
